idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0003,AltamiranoIM,Antonia,1872,Mexico,autodiegetic,novela sentimental,novela romántica,none,18017
nh0006,AltamiranoIM,Clemencia,1869,Mexico,homodiegetic,novela sentimental,novela romántica,none,50806
nh0008,RivarolaEE,AmarVuelo,1884,Argentina,heterodiegetic,other,novela realista,none,41611
nh0012,CambaceresE,Sangre,1887,Argentina,heterodiegetic,other,novela naturalista,none,40924
nh0013,MezaR,Carmela,1887,Cuba,heterodiegetic,novela sentimental,novela naturalista,none,50455
nh0014,AuberNoyaVF,Leoncio,1844,Cuba,heterodiegetic,novela sentimental,unknown,none,40255
nh0015,SaladoAlvarezV,Puebla,1903,Mexico,heterodiegetic,other,novela realista,none,90242
nh0018,IglesiaA,Adoracion,1894,Cuba,autodiegetic,novela sentimental,unknown,novela,44670
nh0021,OcantosCM,CruzFalta,1883,Argentina,heterodiegetic,novela sentimental,novela romántica,none,39814
nh0022,FriasH,Tomochic,1894,Mexico,heterodiegetic,other,novela naturalista,novela,61881
nh0023,RabasaE,Bola,1887,Mexico,autodiegetic,other,novela realista,novela,38681
nh0028,MohrLA,AlbertoTrejo,1884,Argentina,heterodiegetic,other,novela naturalista,none,40595
nh0034,CambaceresE,Musica,1884,Argentina,homodiegetic,novela sentimental,novela naturalista,none,40754
nh0037,LopezVF,Loca,1896,Argentina,homodiegetic,other,novela romántica,none,100022
nh0039,CantiloJL,Quimera,1899,Argentina,heterodiegetic,other,novela naturalista,none,36161
nh0040,GutierrezJM,CapitanPatricios,1864,Argentina,heterodiegetic,other,novela romántica,none,16253
nh0043,GorritiJM,JuezVerdugo,1876,Argentina,heterodiegetic,novela sentimental,novela romántica,none,19791
nh0044,CastellanosJ,Conjura,1909,Cuba,heterodiegetic,other,novela realista,novela,22991
nh0045,MachaliR,EmiliaCoquetismo,1862,Argentina,heterodiegetic,novela sentimental,novela romántica,none,39646
nh0054,GutierrezE,Chacho,1884,Argentina,heterodiegetic,other,novela romántica,none,144155
nh0056,GutierrezE,MuerteHeroe,1886,Argentina,heterodiegetic,other,novela romántica,none,104443
nh0059,PodestaMT,Irresponsable,1889,Argentina,autodiegetic,other,novela naturalista,none,45987
nh0066,MartinezVillergasJ,VidaChaleco,1859,Cuba,heterodiegetic,other,unknown,novela,197895
nh0068,DelgadoR,Calandria,1890,Mexico,heterodiegetic,novela sentimental,novela realista,novela,89456
nh0069,MateosJA,CerroCampanas,1868,Mexico,heterodiegetic,other,novela romántica,novela,213844
nh0072,BarredaR,MisteriosCorazon,1875,Argentina,heterodiegetic,novela sentimental,novela romántica,none,82395
nh0074,GamboaF,UnoTantos,1889,Mexico,heterodiegetic,other,novela naturalista,none,18177
nh0075,DelgadoR,HistoriaVulgar,1904,Mexico,heterodiegetic,other,novela realista,none,23172
nh0076,HerediaN,Leonela,1893,Cuba,heterodiegetic,novela sentimental,novela naturalista,none,84295
nh0077,ZayasGuarnerosP,AmorSublime,1899,Mexico,heterodiegetic,other,unknown,novela,120775
nh0081,BungeCO,Sangre,1903,Argentina,heterodiegetic,other,unknown,novela,79999
nh0082,PodestaMT,AlmaNina,1892,Argentina,heterodiegetic,novela sentimental,novela romántica,none,35006
nh0083,HolmbergEL,PartidosLucha,1875,Argentina,autodiegetic,other,unknown,none,34557
nh0084,LarretaE,GloriaRamiro,1908,Argentina,heterodiegetic,other,novela modernista,none,88443
nh0085,SierraOReillyJ,AnoHospital,1841,Mexico,autodiegetic,other,novela romántica,novela,133942
nh0086,LugonesL,Guerra,1905,Argentina,heterodiegetic,other,novela modernista,none,62205
nh0087,CaneMI,Esther,1858,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,17724
nh0089,DelgadoR,Angelina,1893,Mexico,autodiegetic,novela sentimental,novela realista,novela,89231
nh0092,RiveraYRioJ,VirgenNiagara,1871,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,115995
nh0093,EstradaS,Pampa,1866,Argentina,heterodiegetic,other,unknown,none,22668
nh0096,MitreB,Soledad,1847,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,20992
nh0098,RosasdeRiveraM,MariaMontiel,1861,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,100570
nh0099,NajeraM,Cielo,1882,Mexico,heterodiegetic,novela sentimental,novela modernista,novela,33182
nh0102,VillaverdeC,DosAmores,1858,Cuba,heterodiegetic,novela sentimental,novela romántica,novela,53230
nh0104,CastilloFM,HermanaAngeles,1854,Mexico,heterodiegetic,novela sentimental,novela romántica,none,29672
nh0108,InclanLG,Astucia,1866,Mexico,heterodiegetic,other,novela romántica,novela,315998
nh0110,GorritiJM,Peregrinaciones,1876,Argentina,autodiegetic,other,novela romántica,none,42815
nh0113,GomezAvellanedaG,Sab,1841,Cuba,heterodiegetic,other,novela romántica,novela,53129
nh0119,MartiJ,Amistad,1885,Cuba,heterodiegetic,novela sentimental,novela modernista,novela,36093
nh0123,SylvaV,AsiSea,1893,Argentina,autodiegetic,novela sentimental,unknown,novela,57822
nh0127,OcantosCM,Candidato,1893,Argentina,heterodiegetic,other,novela realista,none,72592
nh0130,AguilarV,Otilia,1887,Argentina,heterodiegetic,novela sentimental,unknown,novela,68468
nh0132,OteroR,CeciliaMatancera,1861,Cuba,heterodiegetic,novela sentimental,unknown,novela,60881
nh0133,CampoValleA,Rumba,1891,Mexico,heterodiegetic,other,novela realista,none,33506
nh0136,AzuelaM,MariaLuisa,1907,Mexico,heterodiegetic,novela sentimental,novela naturalista,none,23358
nh0137,MalpicaLaBarcaD,Cafetal,1890,Cuba,homodiegetic,other,unknown,novela,96690
nh0140,GomezAvellanedaG,DosMujeres,1843,Cuba,heterodiegetic,novela sentimental,novela romántica,none,82518
nh0142,OlavarriaFerrariE,TalamoHorca,1868,Mexico,heterodiegetic,other,novela romántica,novela,157266
nh0143,OlavarriaFerrariE,VenganzaRemordimiento,1869,Mexico,heterodiegetic,other,novela romántica,novela,151801
nh0145,CasteraP,DramasCorazon,1890,Mexico,heterodiegetic,novela sentimental,novela romántica,none,42858
nh0146,AltamiranoIM,Julia,1870,Mexico,autodiegetic,novela sentimental,novela romántica,none,20415
nh0151,GuadalajaraJR,AmaliaPaginas,1891,Mexico,autodiegetic,novela sentimental,novela romántica,none,36956
nh0154,AuberNoyaVF,Wilhelmina,1843,Cuba,heterodiegetic,novela sentimental,unknown,none,28612
nh0156,PazI,PiedraSacrificio,1871,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,110776
nh0162,PazI,AmorDeViejo,1874,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,19325
nh0164,GroussacP,FrutoVedado,1881,Argentina,heterodiegetic,other,novela naturalista,none,68462
nh0166,BacardiMoreauE,ViaCrucis,1910,Cuba,heterodiegetic,other,unknown,none,99221
nh0169,VillaverdeC,Penitente,1889,Cuba,homodiegetic,other,novela romántica,novela,36425
nh0171,CasteraP,Carmen,1882,Mexico,autodiegetic,novela sentimental,novela romántica,none,62013
nh0173,CamposRM,ClaudioOronoz,1906,Mexico,homodiegetic,other,novela modernista,novela,63347
nh0175,RabasaE,MonedaFalsa,1888,Mexico,autodiegetic,other,novela realista,none,47910
nh0180,AnconaE,Filibustero,1864,Mexico,heterodiegetic,other,novela romántica,novela,101221
nh0181,AnconaE,MartiresAnahuac,1870,Mexico,heterodiegetic,other,novela romántica,novela,126730
nh0183,RiveraYRioJ,DramasNuevaYork,1869,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,175143
nh0187,HolmbergEL,Nelly,1896,Argentina,autodiegetic,novela sentimental,unknown,none,19933
nh0188,VillaverdeC,Historia habanera,1840,Cuba,heterodiegetic,novela sentimental,novela romántica,none,68339
nh0190,GamboaF,Apariencias,1892,Mexico,heterodiegetic,other,novela naturalista,none,109540
nh0191,GamboaF,LaLlaga,1910,Mexico,heterodiegetic,other,novela naturalista,none,112713
nh0195,PellizaSagastaJ,Margarita,1875,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,69250
nh0198,RabasaE,GranCiencia,1887,Mexico,autodiegetic,other,novela realista,novela,39710
nh0201,GutierrezE,CarloLanza,1886,Argentina,heterodiegetic,other,novela romántica,none,115941
nh0202,LopezPortilloJ,Precursores,1909,Mexico,heterodiegetic,novela sentimental,novela realista,novela,146259
nh0203,RivaPalacioV,MonjaCasada,1868,Mexico,heterodiegetic,other,novela romántica,novela,144648
nh0205,AzuelaM,MalaYerba,1909,Mexico,heterodiegetic,other,novela naturalista,none,43997
nh0207,GuerreroPallaresT,Anatomia,1856,Cuba,heterodiegetic,novela sentimental,unknown,novela,136402
nh0209,SanchezMarmolM,Previvida,1906,Mexico,heterodiegetic,novela sentimental,unknown,novela,38884
nh0211,SanchezMarmolM,Pocahontas,1882,Mexico,heterodiegetic,other,unknown,none,35091
nh0212,SanchezMarmolM,JuanitaSousa,1890,Mexico,heterodiegetic,novela sentimental,unknown,novela,32314
nh0213,BlancoCM,Salvaje,1891,Argentina,heterodiegetic,other,unknown,novela,20912
nh0216,AnconaE,Mestiza,1891,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,79401
nh0217,MendezCuencaL,EspejoAmarilis,1902,Mexico,heterodiegetic,other,novela naturalista,novela,180344
nh0218,LlanosJ,ArturoSierra,1884,Argentina,heterodiegetic,novela sentimental,unknown,none,27599
nh0219,CampoE,Camila,1856,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,23008
nh0224,GutierrezE,Cuello,1880,Argentina,heterodiegetic,other,novela romántica,none,113882
nh0227,MateosJA,SacerdoteCaudillo,1869,Mexico,heterodiegetic,other,novela romántica,novela,190317
nh0228,GuiterasFontE,IreneAlbar,1885,Cuba,heterodiegetic,novela sentimental,unknown,novela,40281
nh0230,OcantosCM,Zaldivar,1888,Argentina,heterodiegetic,novela sentimental,novela realista,none,54823
